y0_pred,y1_pred,y2_pred,y3_pred,y4_pred,y5_pred,y6_pred,y7_pred,y8_pred,y9_pred,y10_pred,y11_pred,y12_pred,y13_pred,y14_pred,y15_pred
1.6473192,1.6472561,1.6472546,1.6473215,2.6690595,2.6687534,2.6687667,2.6690593,1.6900283,1.689914,1.6899128,1.6900282,0.44097146,0.44098568,0.440987,0.4409661
1.6468061,1.6467433,1.6467451,1.6468103,2.6709783,2.6706808,2.670698,2.6709824,1.6924964,1.6923847,1.6923923,1.6924995,0.44141898,0.44143194,0.44143292,0.44141924
1.6459391,1.6458728,1.6458745,1.6459389,2.674341,2.6740506,2.6740444,2.674335,1.6965765,1.6964606,1.696436,1.6965712,0.4422079,0.44221166,0.4422097,0.44221255
1.646008,1.6459404,1.645942,1.6460054,2.6743486,2.674066,2.6740682,2.6743445,1.6951649,1.6950536,1.6950613,1.6951666,0.4422139,0.4422306,0.44223052,0.44221756
1.646303,1.6462343,1.6462381,1.6463062,2.6735563,2.673244,2.6732647,2.6735468,1.6924517,1.6923399,1.6923442,1.6924572,0.44204104,0.4420633,0.44206038,0.44204006
1.6460129,1.6459513,1.6459477,1.6460134,2.6748927,2.6746123,2.674603,2.6748996,1.692919,1.6928047,1.6928024,1.6929204,0.4423708,0.44238868,0.4423852,0.4423733
1.6459234,1.6458579,1.645857,1.6459231,2.6753185,2.6750162,2.6750174,2.675316,1.6930997,1.6929847,1.6929724,1.6931002,0.44246915,0.4424875,0.44248408,0.44246963
1.6448709,1.6448035,1.6448054,1.6448728,2.6793296,2.6790404,2.679024,2.6793327,1.6985602,1.6984471,1.6984364,1.698561,0.44339514,0.4434048,0.4434074,0.44339925
1.6450821,1.6450194,1.6450197,1.6450856,2.6785593,2.6782894,2.6782587,2.6785722,1.6972146,1.6971043,1.6971068,1.697219,0.4432195,0.44323474,0.44323653,0.44322675
1.645225,1.6451619,1.6451622,1.6452267,2.6780913,2.6778243,2.6777947,2.6781046,1.6961572,1.69605,1.6960664,1.6961643,0.44311005,0.4431337,0.4431357,0.44311783
1.6442195,1.6441514,1.6441538,1.6442205,2.6820927,2.6818025,2.6817994,2.6820934,1.7010112,1.7008891,1.7008743,1.7010052,0.44405007,0.44404948,0.444054,0.444049
1.6443383,1.6442728,1.6442717,1.6443396,2.681766,2.6814916,2.681481,2.6817758,1.6998131,1.6996961,1.6996964,1.6998119,0.4439793,0.4439855,0.4439901,0.44398004
1.6444246,1.6443578,1.6443576,1.6444263,2.681465,2.6811657,2.6811645,2.681465,1.699283,1.6991667,1.6991508,1.6992809,0.4439104,0.44391406,0.4439168,0.44390976
1.6437954,1.6437285,1.6437321,1.6437985,2.684022,2.683732,2.6837363,2.6840248,1.7020826,1.7019598,1.7019373,1.7020756,0.44451478,0.44450986,0.44451153,0.44451457
1.6440734,1.6440036,1.644008,1.6440758,2.683027,2.6827042,2.6827228,2.6830149,1.7003727,1.7002529,1.7002237,1.700366,0.44428077,0.4442789,0.44428164,0.44427788
1.6446604,1.6445959,1.6445961,1.6446639,2.6808112,2.6805048,2.6805027,2.6808102,1.697027,1.6969129,1.6969008,1.6970264,0.4437679,0.44377884,0.44377878,0.44376904
1.6440591,1.6439893,1.6439925,1.6440592,2.6831374,2.6828387,2.6828554,2.683134,1.7001747,1.7000583,1.7000619,1.7001755,0.44430327,0.44431415,0.4443183,0.44430125
1.6446074,1.6445409,1.6445428,1.6446109,2.6813874,2.6810591,2.6810756,2.6813772,1.6958661,1.6957469,1.6957406,1.6958674,0.44391048,0.4439301,0.4439303,0.44390783
1.6438665,1.643803,1.6438017,1.6438694,2.6843736,2.6840744,2.6840868,2.6843762,1.699209,1.6990907,1.6990798,1.6992054,0.44462052,0.44462553,0.44462427,0.4446201
1.6439642,1.6438993,1.6438977,1.6439657,2.6840482,2.6837428,2.6837616,2.684047,1.6985043,1.6983887,1.6983869,1.6985033,0.44454226,0.44455382,0.44455317,0.44454062
1.6437956,1.6437335,1.643729,1.6437975,2.6850514,2.6847527,2.6847694,2.685055,1.6979746,1.6978531,1.6978561,1.6979722,0.44479203,0.44480696,0.44480407,0.4447891
1.6426705,1.6426,1.6426013,1.6426697,2.689638,2.689337,2.6893167,2.6896346,1.703463,1.7033514,1.7033461,1.703468,0.44584513,0.44585678,0.44585764,0.4458436
1.6436086,1.643541,1.6435426,1.6436113,2.6859424,2.6856208,2.6856456,2.685941,1.698389,1.6982663,1.6982516,1.6983844,0.44500175,0.4450149,0.44501102,0.44499636
1.643474,1.6434083,1.643408,1.6434748,2.686569,2.6862662,2.6862793,2.6865742,1.6986688,1.6985471,1.6985493,1.6986663,0.44514874,0.44516742,0.44516465,0.44514495
1.6420043,1.6419313,1.6419367,1.6420062,2.69255,2.6922493,2.692245,2.6925418,1.7060254,1.7059094,1.705911,1.7060276,0.44652244,0.44653413,0.44653678,0.44652143
1.6432339,1.6431688,1.6431693,1.6432357,2.6876736,2.6873717,2.6873717,2.6876788,1.6992918,1.6991686,1.6991686,1.6992896,0.4454104,0.44542786,0.4454255,0.4454065
1.6418477,1.6417779,1.6417807,1.6418488,2.6936407,2.6933403,2.6933477,2.6936333,1.7049347,1.7048225,1.704832,1.7049416,0.44679192,0.44681013,0.4468121,0.44679382
1.6426145,1.6425531,1.6425482,1.6426178,2.6906555,2.6903667,2.6903362,2.6906655,1.7004446,1.700322,1.7003243,1.7004449,0.4461163,0.44613907,0.44613808,0.44611636
1.6419606,1.6418904,1.6418927,1.6419611,2.693318,2.693,2.6930115,2.693306,1.7038392,1.7037278,1.7037231,1.7038463,0.44672397,0.44674048,0.44674104,0.4467232
